"No. linea - archivo original","No. linea - archivo registros erroneos","No. columna","Nombre Columna","detalle error"
276,64,2,username_estudiante,"No existe un usuario Ases asociado al username 1746804"
291,65,2,username_estudiante,"No existe un usuario Ases asociado al username 1740871"
292,66,2,username_estudiante,"No existe un usuario Ases asociado al username 1745050"
294,67,2,username_estudiante,"No existe un usuario Ases asociado al username 1742296"
295,68,2,username_estudiante,"No existe un usuario Ases asociado al username 1742709"
304,69,2,username_estudiante,"No existe un usuario Ases asociado al username 1745260"
307,70,2,username_estudiante,"No existe un usuario Ases asociado al username 1740831"
308,71,2,username_estudiante,"No existe un usuario Ases asociado al username 1743706"
309,72,2,username_estudiante,"No existe un usuario Ases asociado al username 1740604"
310,73,2,username_estudiante,"No existe un usuario Ases asociado al username 1740122"
311,74,2,username_estudiante,"No existe un usuario Ases asociado al username 1767942"
312,75,2,username_estudiante,"No existe un usuario Ases asociado al username 1740038"
325,76,2,username_estudiante,"No existe un usuario Ases asociado al username 1746938"
326,77,2,username_estudiante,"No existe un usuario Ases asociado al username 1741674"
327,78,2,username_estudiante,"No existe un usuario Ases asociado al username 1740841"
328,79,2,username_estudiante,"No existe un usuario Ases asociado al username 1740025"
329,80,2,username_estudiante,"No existe un usuario Ases asociado al username 1740095"
331,81,2,username_estudiante,"No existe un usuario Ases asociado al username 1741957"
338,82,2,username_estudiante,"No existe un usuario Ases asociado al username 1740079"
339,83,2,username_estudiante,"No existe un usuario Ases asociado al username 1741341"
349,84,2,username_estudiante,"No existe un usuario Ases asociado al username 1742095"
350,85,2,username_estudiante,"No existe un usuario Ases asociado al username 1746767"
351,86,2,username_estudiante,"No existe un usuario Ases asociado al username 1741993"
361,87,2,username_estudiante,"No existe un usuario Ases asociado al username 1740688"
368,88,2,username_estudiante,"No existe un usuario Ases asociado al username 1745806"
369,89,2,username_estudiante,"No existe un usuario Ases asociado al username 1740097"
370,90,2,username_estudiante,"No existe un usuario Ases asociado al username 1746906"
371,91,2,username_estudiante,"No existe un usuario Ases asociado al username 1746921"
384,92,2,username_estudiante,"El usuario asociado al username 1139424 Ya tiene asignado un monitor"
388,93,2,username_estudiante,"No existe un usuario Ases asociado al username 1744801"
389,94,2,username_estudiante,"No existe un usuario Ases asociado al username 1743102"
390,95,2,username_estudiante,"No existe un usuario Ases asociado al username 1740014"
391,96,2,username_estudiante,"No existe un usuario Ases asociado al username 1740621"
392,97,2,username_estudiante,"No existe un usuario Ases asociado al username 1742420"
396,98,2,username_estudiante,"No existe un usuario Ases asociado al username 1738662"
397,99,2,username_estudiante,"No existe un usuario Ases asociado al username 1738589"
398,100,2,username_estudiante,"No existe un usuario Ases asociado al username 1740069"
399,101,2,username_estudiante,"No existe un usuario Ases asociado al username 1742354"
400,102,2,username_estudiante,"No existe un usuario Ases asociado al username 1741078"
401,103,2,username_estudiante,"No existe un usuario Ases asociado al username 1740379"
402,104,2,username_estudiante,"No existe un usuario Ases asociado al username 1738409"
405,105,2,username_estudiante,"No existe un usuario Ases asociado al username 1743771"
406,106,2,username_estudiante,"No existe un usuario Ases asociado al username 1740904"
407,107,2,username_estudiante,"No existe un usuario Ases asociado al username 1742712"
413,108,2,username_estudiante,"No existe un usuario Ases asociado al username 1741324"
414,109,2,username_estudiante,"No existe un usuario Ases asociado al username 1740029"
415,110,2,username_estudiante,"No existe un usuario Ases asociado al username 1741188"
416,111,2,username_estudiante,"No existe un usuario Ases asociado al username 1747920"
417,112,2,username_estudiante,"No existe un usuario Ases asociado al username 1740690"
426,113,2,username_estudiante,"No existe un usuario Ases asociado al username 1740759"
441,114,2,username_estudiante,"No existe un usuario Ases asociado al username 1744293"
446,115,2,username_estudiante,"No existe un usuario Ases asociado al username 1741456"
449,116,2,username_estudiante,"No existe un usuario Ases asociado al username 1745275"
452,117,2,username_estudiante,"No existe un usuario Ases asociado al username 1740818"
454,118,2,username_estudiante,"No existe un usuario Ases asociado al username 1741866"
455,119,2,username_estudiante,"No existe un usuario Ases asociado al username 1741581"
456,120,2,username_estudiante,"No existe un usuario Ases asociado al username 1747664"
461,121,2,username_estudiante,"No existe un usuario Ases asociado al username 1741249"
463,122,2,username_estudiante,"No existe un usuario Ases asociado al username 1743114"
464,123,2,username_estudiante,"No existe un usuario Ases asociado al username 1740460"
466,124,2,username_estudiante,"El usuario asociado al username 1430562 Ya tiene asignado un monitor"
469,125,2,username_estudiante,"No existe un usuario Ases asociado al username 1748049"
476,126,2,username_estudiante,"No existe un usuario Ases asociado al username 1742639"
477,127,2,username_estudiante,"No existe un usuario Ases asociado al username 1745255"
483,128,2,username_estudiante,"No existe un usuario Ases asociado al username 1740062"
484,129,1,username_monitor,"El usuario asociado al username 1428609 no tiene asignado el rol monitor"
485,130,1,username_monitor,"El usuario asociado al username 1428609 no tiene asignado el rol monitor"
486,131,1,username_monitor,"El usuario asociado al username 1428609 no tiene asignado el rol monitor"
487,132,1,username_monitor,"El usuario asociado al username 1428609 no tiene asignado el rol monitor"
488,133,1,username_monitor,"El usuario asociado al username 1428609 no tiene asignado el rol monitor"
489,134,1,username_monitor,"El usuario asociado al username 1428609 no tiene asignado el rol monitor"
490,135,1,username_monitor,"El usuario asociado al username 1428609 no tiene asignado el rol monitor"
491,136,2,username_estudiante,"No existe un usuario Ases asociado al username 1746675"
491,136,1,username_monitor,"El usuario asociado al username 1428609 no tiene asignado el rol monitor"
492,137,2,username_estudiante,"No existe un usuario Ases asociado al username 1740010"
492,137,1,username_monitor,"El usuario asociado al username 1428609 no tiene asignado el rol monitor"
493,138,2,username_estudiante,"No existe un usuario Ases asociado al username 1740041"
493,138,1,username_monitor,"El usuario asociado al username 1428609 no tiene asignado el rol monitor"
501,139,2,username_estudiante,"No existe un usuario Ases asociado al username 1738693"
502,140,2,username_estudiante,"No existe un usuario Ases asociado al username 1726167"
503,141,2,username_estudiante,"No existe un usuario Ases asociado al username 1745624"
504,142,1,username_monitor,"El usuario asociado al username 1327233 no tiene asignado el rol monitor"
505,143,1,username_monitor,"El usuario asociado al username 1327233 no tiene asignado el rol monitor"
506,144,1,username_monitor,"El usuario asociado al username 1327233 no tiene asignado el rol monitor"
507,145,1,username_monitor,"El usuario asociado al username 1327233 no tiene asignado el rol monitor"
508,146,1,username_monitor,"El usuario asociado al username 1327233 no tiene asignado el rol monitor"
509,147,2,username_estudiante,"No existe un usuario Ases asociado al username 1740760"
509,147,1,username_monitor,"El usuario asociado al username 1426505 no tiene asignado el rol monitor"
510,148,2,username_estudiante,"No existe un usuario Ases asociado al username 1740345"
510,148,1,username_monitor,"El usuario asociado al username 1426505 no tiene asignado el rol monitor"
511,149,1,username_monitor,"El usuario asociado al username 1426505 no tiene asignado el rol monitor"
512,150,1,username_monitor,"El usuario asociado al username 1426505 no tiene asignado el rol monitor"
513,151,1,username_monitor,"El usuario asociado al username 1426505 no tiene asignado el rol monitor"
514,152,1,username_monitor,"El usuario asociado al username 1426505 no tiene asignado el rol monitor"
515,153,1,username_monitor,"El usuario asociado al username 1223271 no tiene asignado el rol monitor"
516,154,1,username_monitor,"El usuario asociado al username 1525275 no tiene asignado el rol monitor"
517,155,1,username_monitor,"El usuario asociado al username 1525275 no tiene asignado el rol monitor"
518,156,1,username_monitor,"El usuario asociado al username 1525275 no tiene asignado el rol monitor"
519,157,1,username_monitor,"El usuario asociado al username 1525275 no tiene asignado el rol monitor"
520,158,1,username_monitor,"El usuario asociado al username 1525275 no tiene asignado el rol monitor"
521,159,1,username_monitor,"El usuario asociado al username 1525275 no tiene asignado el rol monitor"
522,160,1,username_monitor,"El usuario asociado al username 1525275 no tiene asignado el rol monitor"
523,161,1,username_monitor,"El usuario asociado al username 1525275 no tiene asignado el rol monitor"
524,162,1,username_monitor,"El usuario asociado al username 1525275 no tiene asignado el rol monitor"
525,163,1,username_monitor,"El usuario asociado al username 1310082 no tiene asignado el rol monitor"
526,164,1,username_monitor,"El usuario asociado al username 1310082 no tiene asignado el rol monitor"
527,165,1,username_monitor,"El usuario asociado al username 1310082 no tiene asignado el rol monitor"
528,166,2,username_estudiante,"No existe un usuario Ases asociado al username 1771172"
528,166,1,username_monitor,"El usuario asociado al username 1310082 no tiene asignado el rol monitor"
529,167,1,username_monitor,"El usuario asociado al username 1310082 no tiene asignado el rol monitor"
530,168,1,username_monitor,"El usuario asociado al username 1310082 no tiene asignado el rol monitor"
531,169,1,username_monitor,"El usuario asociado al username 1310082 no tiene asignado el rol monitor"
532,170,1,username_monitor,"El usuario asociado al username 1244784 no tiene asignado el rol monitor"
533,171,2,username_estudiante,"No existe un usuario Ases asociado al username 17712874"
533,171,1,username_monitor,"El usuario asociado al username 1244784 no tiene asignado el rol monitor"
534,172,2,username_estudiante,"No existe un usuario Ases asociado al username 1745493"
534,172,1,username_monitor,"El usuario asociado al username 1244784 no tiene asignado el rol monitor"
535,173,2,username_estudiante,"No existe un usuario Ases asociado al username 1740971"
535,173,1,username_monitor,"El usuario asociado al username 1244784 no tiene asignado el rol monitor"
536,174,1,username_monitor,"El usuario asociado al username 1244784 no tiene asignado el rol monitor"
537,175,1,username_monitor,"El usuario asociado al username 1244784 no tiene asignado el rol monitor"
538,176,1,username_monitor,"El usuario asociado al username 1244784 no tiene asignado el rol monitor"
539,177,1,username_monitor,"El usuario asociado al username 1244784 no tiene asignado el rol monitor"
540,178,1,username_monitor,"El usuario asociado al username 1634005 no tiene asignado el rol monitor"
541,179,1,username_monitor,"El usuario asociado al username 1634005 no tiene asignado el rol monitor"
542,180,1,username_monitor,"El usuario asociado al username 1634005 no tiene asignado el rol monitor"
543,181,1,username_monitor,"El usuario asociado al username 1634005 no tiene asignado el rol monitor"
544,182,2,username_estudiante,"No existe un usuario Ases asociado al username 1746762"
544,182,1,username_monitor,"El usuario asociado al username 1634005 no tiene asignado el rol monitor"
548,183,2,username_estudiante,"No existe un usuario Ases asociado al username 1741471"
555,184,2,username_estudiante,"No existe un usuario Ases asociado al username 1744384"
555,184,1,username_monitor,"El usuario asociado al username 1522371 no tiene asignado el rol monitor"
556,185,1,username_monitor,"El usuario asociado al username 1522371 no tiene asignado el rol monitor"
557,186,2,username_estudiante,"No existe un usuario Ases asociado al username 1742985"
557,186,1,username_monitor,"El usuario asociado al username 1522371 no tiene asignado el rol monitor"
558,187,2,username_estudiante,"No existe un usuario Ases asociado al username 1740137"
558,187,1,username_monitor,"El usuario asociado al username 1522371 no tiene asignado el rol monitor"
559,188,1,username_monitor,"El usuario asociado al username 1522371 no tiene asignado el rol monitor"
560,189,1,username_monitor,"El usuario asociado al username 1522371 no tiene asignado el rol monitor"
561,190,1,username_monitor,"El usuario asociado al username 1522371 no tiene asignado el rol monitor"
562,191,1,username_monitor,"El usuario asociado al username 1522371 no tiene asignado el rol monitor"
564,192,2,username_estudiante,"No existe un usuario Ases asociado al username 1740511"
566,193,2,username_estudiante,"No existe un usuario Ases asociado al username 1741462"
567,194,2,username_estudiante,"No existe un usuario Ases asociado al username 1742161"
569,195,2,username_estudiante,"No existe un usuario Ases asociado al username 1742081"
571,196,1,username_monitor,"El usuario asociado al username 1328061 no tiene asignado el rol monitor"
572,197,1,username_monitor,"El usuario asociado al username 1328061 no tiene asignado el rol monitor"
573,198,1,username_monitor,"No existe un usuario asociado al username 1734122"
574,199,2,username_estudiante,"No existe un usuario Ases asociado al username 1743792"
574,199,1,username_monitor,"No existe un usuario asociado al username 1734122"
575,200,2,username_estudiante,"No existe un usuario Ases asociado al username 1745783"
575,200,1,username_monitor,"No existe un usuario asociado al username 1734122"
576,201,2,username_estudiante,"No existe un usuario Ases asociado al username 1742034"
576,201,1,username_monitor,"No existe un usuario asociado al username 1734122"
577,202,2,username_estudiante,"No existe un usuario Ases asociado al username 1742870"
577,202,1,username_monitor,"No existe un usuario asociado al username 1734122"
578,203,2,username_estudiante,"No existe un usuario Ases asociado al username 1741660"
578,203,1,username_monitor,"No existe un usuario asociado al username 1734122"
579,204,1,username_monitor,"El usuario asociado al username 1530832 no tiene asignado el rol monitor"
580,205,1,username_monitor,"El usuario asociado al username 1530832 no tiene asignado el rol monitor"
581,206,1,username_monitor,"El usuario asociado al username 1530832 no tiene asignado el rol monitor"
582,207,1,username_monitor,"El usuario asociado al username 1530832 no tiene asignado el rol monitor"
583,208,1,username_monitor,"El usuario asociado al username 1530832 no tiene asignado el rol monitor"
584,209,2,username_estudiante,"No existe un usuario Ases asociado al username 1742094"
584,209,1,username_monitor,"El usuario asociado al username 1530832 no tiene asignado el rol monitor"
585,210,1,username_monitor,"El usuario asociado al username 1530832 no tiene asignado el rol monitor"
586,211,1,username_monitor,"El usuario asociado al username 1337624 no tiene asignado el rol monitor"
587,212,1,username_monitor,"El usuario asociado al username 1337624 no tiene asignado el rol monitor"
588,213,2,username_estudiante,"No existe un usuario Ases asociado al username 1748121"
588,213,1,username_monitor,"El usuario asociado al username 1337624 no tiene asignado el rol monitor"
589,214,1,username_monitor,"El usuario asociado al username 1337624 no tiene asignado el rol monitor"
590,215,1,username_monitor,"El usuario asociado al username 1337624 no tiene asignado el rol monitor"
591,216,1,username_monitor,"El usuario asociado al username 1337624 no tiene asignado el rol monitor"
592,217,2,username_estudiante,"No existe un usuario Ases asociado al username 1748034"
592,217,1,username_monitor,"El usuario asociado al username 1337624 no tiene asignado el rol monitor"
593,218,1,username_monitor,"El usuario asociado al username 1337624 no tiene asignado el rol monitor"
594,219,1,username_monitor,"El usuario asociado al username 1337624 no tiene asignado el rol monitor"
595,220,1,username_monitor,"El usuario asociado al username 1337624 no tiene asignado el rol monitor"
596,221,1,username_monitor,"El usuario asociado al username 1337624 no tiene asignado el rol monitor"
604,222,2,username_estudiante,"No existe un usuario Ases asociado al username 1742313"
609,223,2,username_estudiante,"No existe un usuario Ases asociado al username 1741966"
610,224,2,username_estudiante,"No existe un usuario Ases asociado al username 1740424"
612,225,2,username_estudiante,"No existe un usuario Ases asociado al username 1740458"
638,226,2,username_estudiante,"No existe un usuario Ases asociado al username 1746617"
640,227,1,username_monitor,"El usuario asociado al username 1222168 no tiene asignado el rol monitor"
641,228,1,username_monitor,"El usuario asociado al username 1222168 no tiene asignado el rol monitor"
642,229,1,username_monitor,"El usuario asociado al username 1222168 no tiene asignado el rol monitor"
643,230,1,username_monitor,"El usuario asociado al username 1222168 no tiene asignado el rol monitor"
644,231,1,username_monitor,"El usuario asociado al username 1222168 no tiene asignado el rol monitor"
645,232,1,username_monitor,"El usuario asociado al username 1222168 no tiene asignado el rol monitor"
653,233,2,username_estudiante,"No existe un usuario Ases asociado al username 1738733"
656,234,2,username_estudiante,"No existe un usuario Ases asociado al username 1741370"
656,234,1,username_monitor,"El usuario asociado al username 1438687 no tiene asignado el rol monitor"
657,235,2,username_estudiante,"No existe un usuario Ases asociado al username 1740739"
657,235,1,username_monitor,"El usuario asociado al username 1438687 no tiene asignado el rol monitor"
658,236,2,username_estudiante,"No existe un usuario Ases asociado al username 1742028"
658,236,1,username_monitor,"El usuario asociado al username 1438687 no tiene asignado el rol monitor"
659,237,2,username_estudiante,"No existe un usuario Ases asociado al username 1729299"
659,237,1,username_monitor,"El usuario asociado al username 1438687 no tiene asignado el rol monitor"
660,238,2,username_estudiante,"No existe un usuario Ases asociado al username 1741363"
660,238,1,username_monitor,"El usuario asociado al username 1438687 no tiene asignado el rol monitor"
661,239,2,username_estudiante,"No existe un usuario Ases asociado al username 1743750"
661,239,1,username_monitor,"El usuario asociado al username 1438687 no tiene asignado el rol monitor"
662,240,2,username_estudiante,"No existe un usuario Ases asociado al username 1744924"
662,240,1,username_monitor,"El usuario asociado al username 1438687 no tiene asignado el rol monitor"
663,241,1,username_monitor,"El usuario asociado al username 1437588 no tiene asignado el rol monitor"
664,242,1,username_monitor,"El usuario asociado al username 1437588 no tiene asignado el rol monitor"
664,242,2,username_estudiante,"El usuario asociado al username 1437588 Ya tiene asignado un monitor"
665,243,1,username_monitor,"El usuario asociado al username 1437588 no tiene asignado el rol monitor"
666,244,1,username_monitor,"El usuario asociado al username 1437588 no tiene asignado el rol monitor"
667,245,1,username_monitor,"El usuario asociado al username 1437588 no tiene asignado el rol monitor"
668,246,1,username_monitor,"El usuario asociado al username 1437588 no tiene asignado el rol monitor"
669,247,1,username_monitor,"El usuario asociado al username 1437588 no tiene asignado el rol monitor"
670,248,1,username_monitor,"El usuario asociado al username 1437588 no tiene asignado el rol monitor"
671,249,1,username_monitor,"El usuario asociado al username 1437588 no tiene asignado el rol monitor"
672,250,1,username_monitor,"El usuario asociado al username 1224564 no tiene asignado el rol monitor"
673,251,1,username_monitor,"El usuario asociado al username 1224564 no tiene asignado el rol monitor"
674,252,1,username_monitor,"El usuario asociado al username 1224564 no tiene asignado el rol monitor"
675,253,1,username_monitor,"El usuario asociado al username 1224564 no tiene asignado el rol monitor"
676,254,1,username_monitor,"El usuario asociado al username 1224564 no tiene asignado el rol monitor"
677,255,1,username_monitor,"El usuario asociado al username 1224564 no tiene asignado el rol monitor"
678,256,1,username_monitor,"El usuario asociado al username 1224564 no tiene asignado el rol monitor"
679,257,1,username_monitor,"El usuario asociado al username 1224564 no tiene asignado el rol monitor"
680,258,1,username_monitor,"El usuario asociado al username 1424536 no tiene asignado el rol monitor"
681,259,1,username_monitor,"El usuario asociado al username 1424536 no tiene asignado el rol monitor"
682,260,1,username_monitor,"El usuario asociado al username 1424536 no tiene asignado el rol monitor"
683,261,1,username_monitor,"El usuario asociado al username 1424536 no tiene asignado el rol monitor"
684,262,1,username_monitor,"El usuario asociado al username 1424536 no tiene asignado el rol monitor"
685,263,2,username_estudiante,"No existe un usuario Ases asociado al username 1741605"
685,263,1,username_monitor,"El usuario asociado al username 1424536 no tiene asignado el rol monitor"
700,264,2,username_estudiante,"No existe un usuario Ases asociado al username 1774383"
706,265,1,username_monitor,"El usuario asociado al username 1423121 no tiene asignado el rol monitor"
707,266,1,username_monitor,"El usuario asociado al username 1423121 no tiene asignado el rol monitor"
708,267,1,username_monitor,"El usuario asociado al username 1423121 no tiene asignado el rol monitor"
709,268,1,username_monitor,"El usuario asociado al username 1423121 no tiene asignado el rol monitor"
710,269,1,username_monitor,"El usuario asociado al username 1423121 no tiene asignado el rol monitor"
711,270,1,username_monitor,"El usuario asociado al username 1423121 no tiene asignado el rol monitor"
712,271,1,username_monitor,"El usuario asociado al username 1423121 no tiene asignado el rol monitor"
713,272,1,username_monitor,"El usuario asociado al username 1426767 no tiene asignado el rol monitor"
714,273,1,username_monitor,"El usuario asociado al username 1426767 no tiene asignado el rol monitor"
715,274,2,username_estudiante,"No existe un usuario Ases asociado al username 1740481"
715,274,1,username_monitor,"El usuario asociado al username 1426767 no tiene asignado el rol monitor"
716,275,1,username_monitor,"El usuario asociado al username 1426767 no tiene asignado el rol monitor"
717,276,1,username_monitor,"El usuario asociado al username 1426767 no tiene asignado el rol monitor"
718,277,1,username_monitor,"El usuario asociado al username 1426767 no tiene asignado el rol monitor"
719,278,2,username_estudiante,"No existe un usuario Ases asociado al username 1742919"
732,279,2,username_estudiante,"No existe un usuario Ases asociado al username 1745122"
742,280,1,username_monitor,"El usuario asociado al username 1424467 no tiene asignado el rol monitor"
743,281,1,username_monitor,"El usuario asociado al username 1424467 no tiene asignado el rol monitor"
744,282,1,username_monitor,"El usuario asociado al username 1424467 no tiene asignado el rol monitor"
745,283,1,username_monitor,"El usuario asociado al username 1424467 no tiene asignado el rol monitor"
746,284,1,username_monitor,"El usuario asociado al username 1424467 no tiene asignado el rol monitor"
747,285,1,username_monitor,"El usuario asociado al username 1424467 no tiene asignado el rol monitor"
755,286,1,username_monitor,"El usuario asociado al username 1439319 no tiene asignado el rol monitor"
756,287,1,username_monitor,"El usuario asociado al username 1439319 no tiene asignado el rol monitor"
757,288,1,username_monitor,"El usuario asociado al username 1439319 no tiene asignado el rol monitor"
758,289,1,username_monitor,"El usuario asociado al username 1439319 no tiene asignado el rol monitor"
759,290,1,username_monitor,"El usuario asociado al username 1439319 no tiene asignado el rol monitor"
759,290,2,username_estudiante,"El usuario asociado al username 1439319 Ya tiene asignado un monitor"
760,291,1,username_monitor,"El usuario asociado al username 1439319 no tiene asignado el rol monitor"
