seguimientoid,username
2863,1731921
2916,1733132
2679,1730105
3281,1725884
2681,1725921
2682,1674178
3362,1734831
3320,1735711
2686,1623270
2687,1735872
2688,1735872
2689,1733230
3716,1673374
3698,1726520
2692,1623209
2807,1723147
2694,1723147
2695,1724119
2696,1629879
2697,1727872
2698,1770223
2699,1730903
2700,1730903
2701,1770223
2702,1731921
2703,1770223
2704,1725352
2705,1770196
2706,1733132
2707,1770196
2708,1733753
2709,1770196
2876,1735872
2877,1735872
2712,1770196
2713,1735711
2784,1733230
2716,1734245
2717,1734245
2718,1722487
2719,1723562
2720,1722487
2721,1724739
2722,1673847
2723,1624979
2724,1726385
2725,1674411
2726,1726385
2727,1728180
2728,1728180
2729,1673192
2730,1727649
2731,1734163
2732,1734163
2733,1673508
2734,1734163
2735,1632215
2736,1674358
2737,1670020
3494,1674358
2739,1674582
2740,1629445
2741,1623547
2742,1674003
2743,1674478
2744,1770034
2745,1733753
2746,1674452
2747,1734134
2748,1673876
2749,1734775
2750,1734775
2751,1674632
2752,1736586
2753,1673363
2754,1734874
2755,1670015
2756,1673485
2757,1734695
2758,1732801
2759,1736878
2760,1770167
2761,1726431
2762,1770900
2763,1770900
2764,1727707
2765,1729605
2766,1726997
2767,1726997
2768,1726997
2769,1726997
2770,1729605
2771,1673490
2772,1727962
2773,1729605
2774,1673332
2775,1729322
2776,1673499
2777,1727671
2778,1724705
2779,1673499
2780,1673920
2781,1727875
2782,1733666
2693,1630153
2783,1670080
2549,1670326
2832,1725813
2691,1725792
2786,1670039
3414,1724749
2788,1670766
3411,1724674
2677,1674427
2711,1670197
2710,1632741
2684,1674751
2794,1770802
2795,1771477
2796,1736586
2797,1670572
2798,1729849
2799,1723562
2800,1670509
2801,1525225
2802,1770754
2803,1770105
2804,1730472
2805,1670133
2806,1673713
2887,1524703
2808,1770802
2809,1730218
2810,1723321
2931,1730197
2812,1730472
2813,1630350
2814,1725352
2815,1623270
2816,1725203
2817,1730169
2818,1673103
2819,1523052
2820,1674359
2821,1673313
2822,1673808
2823,1725934
2824,1726066
2715,1770056
2826,1623129
2596,1770178
3493,1624714
2878,1674217
2830,1726520
2831,1673853
2598,1770178
2599,1770178
2834,1730105
2835,1670807
2600,1725750
2600,1725928
2600,1727871
2600,1729048
2600,1770789
2600,1770792
2837,1670326
2738,1770056
2840,1522158
2841,1631970
3418,1771337
2843,1730804
2844,1734831
2845,1734427
2846,1735343
2847,1730804
2848,1735343
2849,1735343
3309,1733130
2851,1730169
2852,1730804
2853,1725884
2854,1730804
2855,1730804
2856,1730524
2857,1727762
2858,1725921
2859,1674550
2860,1673784
2861,1727762
2862,1523982
2833,1730981
2833,1674579
2864,1770444
2865,1770491
2866,1770491
2867,1522897
2868,1770491
2869,1730981
2870,1523320
2871,1770491
2872,1724684
2873,1724684
2874,1724684
2875,1670641
2880,1523320
2881,1523320
2882,1523320
2883,1722443
2884,1731097
2885,1734677
2886,1732154
2580,1770008
2580,1771456
2608,2
2608,0
2608,1
2608,6
2608,7
2608,3
2608,9
2608,5
2608,5
2608,
2608,M
2608,A
2608,R
2608,I
2608,A
2608,
2608,T
2608,E
2608,R
2608,E
2608,S
2608,A
2608,
2608,H
2608,E
2608,R
2608,N
2608,A
2608,N
2608,D
2608,E
2608,Z
2608,
2608,C
2608,U
2608,A
2608,S
2608,M
2608,A
2608,Y
2608,A
2608,N
2889,1734677
2890,1734819
2891,1673676
2892,1734819
2893,1727052
2894,1673146
2895,1734819
2896,1727052
2897,1731018
2898,1731018
2899,1734701
2900,1729177
2901,1730404
2902,1729177
2903,1730404
2904,1734701
2905,1729019
2906,1729019
2907,1730404
2908,1723127
2909,1723127
2910,1735429
2911,1736088
2912,1735429
2913,1729695
2914,1729695
2915,1729695
2917,1725404
2918,1674178
2919,1673313
2920,1732154
2921,1673374
2922,1673808
2923,1729177
2924,1770491
2925,1727052
2926,1630340
2927,1630340
2928,1724684
2929,1731018
2930,1729605
3413,1770491
3413,1729605
2932,1729019
2933,1734677
2934,1734701
2935,1734701
2936,1735429
2937,1723127
2938,1723127
2939,1723127
2940,1723127
2941,1729695
2942,1729695
2943,1673374
2944,1674178
2945,1725921
2946,1770818
2947,1734688
2948,1632607
2949,1734688
2950,1726520
2951,1734688
2952,1728180
2953,1673844
2954,1722487
2955,1725884
2956,1730105
2957,1730472
2958,1770389
2959,1670504
2960,1734831
2961,1729040
2962,1735743
2963,1674003
2964,1674582
2965,1670504
2966,1670020
2967,1629445
2968,1730908
2969,1771480
2970,1733239
2971,1730930
2972,1727671
2973,1733239
2974,1727875
2975,1674444
2976,1725813
2977,1770034
2978,1733666
2979,1523320
2980,1730930
2981,1771363
2982,1673699
2983,1725925
2984,1722329
2985,1729008
2986,1771418
2987,1522434
2988,1770417
2989,1631507
2990,1770644
2991,1725854
2992,1724775
2993,1770249
2994,1673907
2995,1729838
2996,1733887
2997,1724966
2998,1723102
2999,1731097
3000,1731097
3001,1771172
3002,1771172
3006,1771172
3007,1671020
3008,1734398
3009,1770584
3010,1770065
3011,1725422
3012,1770285
3013,1771295
3014,1522160
3015,1770285
3016,1725422
3017,1770065
3018,1674444
3019,1670581
3020,1771295
3021,1725422
3022,1670581
3023,1727901
3024,1770065
3025,1735426
3026,1724966
3027,1734402
3028,1771295
3029,1771295
3030,1734818
3031,1729040
3032,1724247
3033,1670314
3034,1673513
3035,1522008
3036,1674203
3037,1730286
3038,1729872
3039,1674365
3040,1724247
3041,1729040
3042,1730926
3043,1734818
3044,1674365
3045,1729872
3046,1730286
3047,1734402
3048,1670314
3049,1673513
3050,1730286
3051,1624793
3052,1727885
3053,1673513
3054,1670314
3055,1729872
3056,1729040
3057,1633551
3058,1734402
3059,1724247
3060,1731905
3061,1734818
3062,1734818
3063,1735869
3064,1674484
3065,1722443
3066,1722443
3067,1722443
3068,1673312
3069,1722443
3070,1624646
3071,1624646
3083,1726755
3083,1770802
3083,1770105
3083,1729849
3073,1771305
3074,1771305
3075,1737160
3076,1737160
3077,1735343
3078,1732800
3079,1732800
3080,1628342
3081,1673512
3082,1629245
3492,1674383
3492,1673875
3084,1729048
3085,1770792
3086,1770792
3087,1671020
3088,1734398
3089,1646507
3090,1522116
3091,1670129
3092,1731819
3093,1770900
3094,1670129
3095,1722819
3096,1735933
3097,1526215
3098,1526215
3099,1531360
3100,1725854
3101,1725854
3102,1724247
3103,1727901
3104,1727901
3105,1724775
3106,1727901
3107,1727895
3108,1724775
3109,1729872
3110,1673335
3111,1735269
3112,1673604
3113,1724775
3114,1730033
3115,1724775
3116,1730286
2787,1522897
2787,1673335
2787,1673604
2789,1522897
2789,1673335
2789,1673604
2790,1522897
2790,1673335
2790,1673604
3120,1734402
3121,1523576
3122,1734818
3123,1771480
3124,1673513
3125,1771480
3126,1770064
3127,1674365
3128,1673216
3129,1673235
3130,1670314
3131,1724237
3132,1628686
3133,1724794
3134,1727895
3135,1673235
3136,1727895
3137,1727895
3138,1522189
3139,1522189
3140,1522189
3141,1522189
3142,1671020
3143,1671020
3144,1729743
3145,1729743
3146,1623142
3147,1626971
3148,1730804
3149,1725448
3150,1725750
3151,1724247
3152,1729040
3153,1729048
3154,1670020
3155,1629445
3156,1725813
3157,1737091
3158,1770034
3159,1727875
3160,1737091
3161,1737091
3162,1731292
3163,1770259
3164,1726100
3165,1674003
3166,1722277
3167,1727671
3168,1729128
3169,1674582
3170,1733666
3171,1733666
3172,1674579
3174,1674747
3175,1730981
3176,1734322
3177,1725754
2785,1722732
2785,1725598
2785,1732843
3179,1736586
3180,1734245
3181,1674479
3182,1729849
3183,1730981
3184,1770064
3185,1674579
3186,1674479
3187,1735269
3188,1770536
3189,1770004
3190,1770025
3191,1727758
3192,1673676
3193,1673103
3194,1771477
3195,1726755
3196,1624894
3197,1673477
3198,1770580
3199,1671165
2792,1723147
2792,1727872
2792,1733230
3201,1674501
3202,1670303
3203,1535189
3204,1729872
3205,1734277
3206,1730286
3207,1734402
3208,1670494
3209,1734818
3210,1770058
3211,1673513
3212,1727671
3213,1770174
3214,1733666
3215,1674365
3216,1770034
3217,1629445
3218,1771067
3219,1670314
3220,1725813
3221,1674582
3222,1670020
3223,1727875
3224,1674003
3225,1770058
3226,1735933
3227,1770536
3228,1673041
3229,1725203
3230,1723147
3231,1723147
3232,1673041
3233,1670706
3234,1725403
3235,1673197
3236,1770004
3237,1726572
3238,1727872
3239,1673197
3240,1770004
3241,1733535
3242,1674361
3243,1729249
3244,1735933
3245,1670639
3246,1730903
3247,1673362
3248,1673355
3249,1670706
3250,1670494
3251,1670129
3252,1673006
3253,1670581
3254,1673041
3255,1733132
3256,1770536
3257,1723473
3258,1723473
3259,1733239
3260,1674444
3261,1522017
3262,1770025
3263,1673362
3264,1522017
3265,1625304
3266,1771067
3267,1770174
3268,1770174
3269,1770025
3270,1628341
3271,1730327
3272,1673923
3273,1735614
3274,1730082
3275,1735051
3276,1670120
3277,1729907
2827,1734677
2827,1723127
2827,1727052
2827,1729019
2827,1731018
2827,1734701
2827,1735429
3279,1670778
3280,1523982
3072,1729624
3072,1731629
3072,1731730
3072,1734721
3282,1723492
3283,1670778
3284,1674156
3285,1673604
3286,1734355
3287,1727052
3288,1674550
3289,1673335
3290,1723504
3291,1723127
3292,1723127
3293,1770584
3294,1735711
3295,1733625
3296,1731022
3297,1735051
3298,1734677
3299,1733230
3300,1735386
3301,1732154
3302,1723492
3303,1730033
3304,1731292
3305,1735429
3306,1731018
3307,1722378
3308,1770196
3631,1623032
3631,1670120
3631,1735614
3310,1725598
3311,1770444
3312,1726047
3313,1673784
3314,1726047
3315,1729019
3316,1734355
3317,1725598
3318,1523982
3319,1729177
2829,1725813
2829,1727671
2829,1727875
2829,1733666
3321,1674794
3322,1674794
3323,1729695
3324,1734701
3325,1726385
3326,1522897
3327,1732843
3328,1730033
3329,1770152
3330,1673604
3331,1673335
3332,1726720
3333,1770444
3334,1673784
3335,1674550
3336,1522158
3337,1670020
3338,1723609
3339,1631970
3340,1730818
3341,1522897
3342,1726292
3343,1631970
3344,1522158
3345,1722732
3346,1673700
3347,1735235
3348,1725813
3349,1673700
3350,1729743
3351,1735582
3352,1723492
3353,1673700
3354,1727875
3355,1729743
3356,1674309
3357,1726092
3358,1726066
3359,1724349
3360,1629445
3361,1727811
2601,1674422
2601,1674567
2601,1673700
2601,1737091
2601,1770152
2601,1726047
2601,1722378
2601,1731292
2601,1670113
2601,1726092
3363,1733666
3364,1727811
3365,1674479
3366,1727811
3367,1674582
3368,1770034
3369,1727811
3370,1727671
3371,1725352
3372,1724349
3373,1674538
3374,1724349
3375,1724349
3376,1628342
3377,1673013
3378,1770584
3379,1674003
3380,1735480
3381,1631507
3382,1674579
3383,1622535
3384,1724349
3385,1629879
3386,1673822
3387,1673822
3388,1770249
3389,1736166
3390,1722329
3391,1727921
3392,1730981
3393,1522189
3394,1646507
3395,1522189
3396,1628342
3397,1673555
3398,1722287
3399,1629312
3400,1674014
3401,1674506
3402,1673250
3403,1529748
3404,1674112
3405,1727649
3406,1673526
2680,1674112
2680,1674014
3407,1734695
3408,1674579
3409,1732801
3410,1522434
2683,1734695
2683,1723321
2683,1733753
3412,1674479
2651,2
2651,0
2651,1
2651,6
2651,2
2651,8
2651,3
2651,4
2651,2
2651,
2651,L
2651,E
2651,Ó
2651,N
2651,
2651,P
2651,O
2651,L
2651,O
2651,
2651,M
2651,A
2651,R
2651,Í
2651,A
2651,
2651,P
2651,A
2651,U
2651,L
2651,A
2652,2
2652,0
2652,1
2652,6
2652,2
2652,8
2652,3
2652,4
2652,2
2652,
2652,L
2652,E
2652,Ó
2652,N
2652,
2652,P
2652,O
2652,L
2652,O
2652,
2652,M
2652,A
2652,R
2652,Í
2652,A
2652,
2652,P
2652,A
2652,U
2652,L
2652,A
3415,1770417
3416,1727758
3417,1771418
2685,1673006
2685,1725403
3419,1770249
3420,1770249
3421,1730490
3422,1727874
3423,1727889
3424,1727347
3425,1727889
3426,1725299
3427,1723248
3428,1734092
3429,1735875
3430,1730490
3431,1729904
3432,1770644
3433,1770644
2602,1722287
2602,1646507
2602,1674506
2602,1673902
2602,1622535
3435,1522371
3436,1770644
3437,1674547
3438,1522169
3439,1670222
3440,1670013
3441,1670013
3442,1770462
3443,1670013
3444,1670013
3445,1735909
3446,1535219
3447,1535219
3448,1630199
3449,1670375
3450,1670375
3451,1670375
3452,1725229
3453,1725229
3454,1673715
3455,1725229
3456,1726816
3457,1734355
3458,1725229
3459,1734040
3460,1531360
3461,1531360
3462,1673312
3463,1630199
3464,1735875
3465,1673955
3466,1770249
3467,1723127
3468,1729904
3469,1730190
3470,1674324
3471,1735429
3472,1735637
3473,1674764
3474,1729177
3475,1673103
3476,1734677
3477,1727052
3478,1729019
3479,1729019
3480,1729019
3481,1729019
3482,1770359
3483,1731018
3484,1734701
3485,1729695
3486,1673680
3487,1673146
3488,1674002
3489,1771070
3490,1730082
3491,1673103
3498,1673822
3498,1673230
3540,1673822
3540,1673230
3595,1673822
3595,1673230
3495,1735071
3496,1730343
3497,1529933
3434,1770255
3434,1731886
3434,1735201
3434,1722443
3499,1673676
3500,1673676
3501,1674470
3502,1674211
3503,1735201
3504,1673847
3505,1722443
3506,1633549
3507,1674547
3508,1674411
3509,1770255
3510,1737160
3511,1673192
3512,1724237
3513,1734040
3514,1734559
3515,1771337
3516,1771337
3517,1673216
3518,1725435
3519,1771414
3520,1623270
3521,1723757
3522,1628686
3523,1674549
3524,1735269
3525,1673216
3526,1725598
3527,1633549
3528,1670222
3529,1673508
3530,1735386
3531,1670032
3532,1632215
3533,1670032
3534,1723248
3535,1735582
3536,1630350
3537,1670286
3538,1733887
3539,1734127
2791,1624793
2791,1673192
2791,1674211
2791,1632215
2791,1670286
2791,1673508
3541,1732843
3542,1725921
3543,1725299
3544,1770064
3545,1723102
3546,1673235
3547,1770064
3548,1628686
3549,1725921
3550,1673235
3551,1723102
3552,1670222
3553,1724237
3554,1724237
3555,1724794
3556,1735743
3557,1673715
3558,1673041
3559,1727871
3560,1727871
3561,1670504
3562,1730404
3563,1724794
3564,1628686
3565,1733239
3566,1673216
3567,1670129
3568,1725750
3569,1735933
3570,1771510
3571,1723102
3572,1723102
3573,1558550
3574,1727870
3575,1674358
3576,1724794
3577,1735743
3578,1558551
3579,1729865
3580,1730645
3581,1670419
3582,1674632
3583,1731846
3584,1731410
3585,1674474
3586,1558552
3587,1727208
3588,1723523
3589,1726856
3590,1522175
3591,1725884
3592,1731846
3593,1674444
3594,1729838
2633,2
2633,0
2633,1
2633,7
2633,7
2633,0
2633,4
2633,8
2633,7
2633,
2633,A
2633,N
2633,G
2633,H
2633,I
2633,E
2633,
2633,L
2633,I
2633,Z
2633,E
2633,T
2633,H
2633,
2633,D
2633,I
2633,A
2633,Z
2633,
2633,B
2633,O
2633,L
2633,A
2633,Ñ
2633,O
2633,S
3596,1670581
3597,1731846
3598,1558553
3599,1725884
3600,1670504
3601,1674416
3602,1730368
3603,1770008
3604,1673844
3605,1673844
3606,1733239
3607,1673235
3608,1729904
3609,1730976
3610,1723033
3611,1735933
3612,1674753
3613,1723033
3614,1673197
3615,1670706
3616,1730404
3617,1771456
3618,1673876
3619,1673078
3620,1674452
3621,1670129
3622,1734820
3623,1673041
3624,1724812
3625,1724812
3626,1673485
3627,1624705
3628,1770487
3629,1673363
3630,1771172
3278,1674547
3278,1630199
3278,1673715
3278,1734040
3278,1735071
3632,1724301
3633,1734662
3634,1673078
3635,1730645
3636,1673216
3637,1734715
3637,1734822
3638,1628686
3639,1673235
3640,1724237
3641,1770389
3642,1673087
3643,1731690
3644,1733171
3645,1733171
3646,1733171
3647,1730197
3648,1670509
3649,1525225
3650,1624675
3651,1522165
3652,1670133
3653,1728114
3654,1730218
3655,1730218
3656,1727299
3657,1670029
3658,1670964
3659,1670964
3660,1730922
3661,1733668
3662,1771328
3663,1771328
3664,1736166
3665,1673013
3666,1724861
3667,1723265
3668,1771328
3669,1725934
3670,1630340
3671,1724233
3672,1622535
3673,1722287
3674,1673477
3675,1522160
3676,1522160
3677,1727762
3678,1770285
3679,1771295
3680,1725422
3681,1674383
3682,1673875
3683,1522008
3684,1726431
3685,1674508
3686,1674508
3687,1674508
3688,1770437
3689,1727707
3690,1770437
3691,1729322
3692,1674506
3693,1673902
3694,1771456
3695,1670419
3696,1730981
3697,1770487
2611,2
2611,0
2611,1
2611,6
2611,7
2611,4
2611,4
2611,1
2611,6
2611,
2611,A
2611,N
2611,A
2611,
2611,C
2611,R
2611,I
2611,S
2611,T
2611,I
2611,N
2611,A
2611,
2611,M
2611,O
2611,N
2611,C
2611,A
2611,Y
2611,O
2611,
2611,R
2611,I
2611,A
2611,S
2611,C
2611,O
2611,S
3699,1770008
3700,1674579
3701,1734822
3702,1734715
3703,1631194
3704,1673374
3705,1770483
3706,1673713
3707,1522177
3708,1674178
3709,1726531
3710,1725854
3711,1527991
3712,1558551
3713,1730204
3714,1529058
3715,1726856
2828,1735136
3717,1529058
3718,1670028
3719,1670028
3720,1623046
3721,1670841
3722,1770283
3723,1673446
3724,1623716
3725,1733929
3726,1727066
3727,1631194
3728,1733753
3729,1733753
3730,1770802
3730,1770802
3731,1622400
3732,1623209
3733,1723562
3734,1670321
3735,1622400
3736,1673095
3737,1731776
3738,1670585
3739,1630350
3740,1673752
3741,1673752
3742,1729863
3743,1622400
3744,1770271
3745,1673018
3746,1771314
3747,1725110
3748,1624955
3749,1727963
3750,1731055
3751,1771314
3752,1771314
3753,1771314
3754,1771314
3755,1771314
3756,1731267
3757,1731267
3758,1770491
3759,1724684
3760,1731546
3761,1624979
3762,1725928
3763,1727887
3764,1726723
3765,1629846
3766,1674751
3767,1770789
3768,1770789
3769,1724705
3770,1645277
3771,1673512
3772,1724674
3773,1630153
3774,1733640
3775,1732800
3776,1670197
3777,1729048
3778,1730926
3779,1729048
3780,1730204
3781,1670351
3782,1728058
2839,1670841
3784,1735136
3785,1735699
3786,1558551
3787,1674299
3788,1670028
3789,1674416
3118,1770227
3118,1730368
3118,1726265
3118,1731410
3118,1734367
3119,1770227
3119,1730368
3119,1726265
3119,1731410
3119,1734367
3790,1670419
3791,1770487
3792,1673907
3793,1673907
3794,1734662
3795,1673907
3796,1673157
3797,1673907
3798,1734355
3799,1770584
3800,1734355
3801,1673312
3802,1673312
3803,1670641
3804,1770644
3805,1770644
3806,1726520
3807,1726520
3808,1733887
3809,1726055
3810,1733887
3811,1734263
3812,1770153
3813,1674668
3814,1674668
2793,1723147
2793,1727872
2793,1733230
3815,1674742
3816,1674742
3817,1729838
3818,1630340
3819,1727208
3820,1624646
3821,1624646
3822,1729849
3823,1771305
3824,1770536
3825,1725934
3826,1770105
3827,1770174
3828,1674550
3829,1673362
3830,1674444
3831,1673784
3832,1673197
3833,1522158
3834,1631970
3835,1727949
3836,1632607
3837,1734924
3838,1673010
3839,1770283
3840,1624955
3841,1734277
3842,1523982
3843,1673446
3844,1770444
3845,1730992
3846,1735092
3847,1522897
3848,1770283
3849,1770283
3850,1735875
3851,1723321
3852,1673335
3853,1673604
3854,1622214
3855,1674124
3856,1771067
3857,1727874
3858,1771295
3859,1770536
3860,1770174
3861,1673507
3862,1734819
3863,1522371
3864,1770058
3865,1771067
3866,1728180
3867,1770900
3868,1730804
3869,1522115
3870,1673507
3871,1522792
2581,1770008
2581,1771456
3872,1727889
3873,1674637
3874,1525450
3875,1522792
3876,1670352
3877,1731097
3878,1731097
3879,1670585
3880,1629656
3881,1673095
3882,1622400
3883,1626980
3884,1522175
3885,1522188
3886,1730801
3887,1730801
3888,1626980
3889,1734822
3890,1670321
3200,1734662
3200,1734715
3891,1626980
3892,1622214
3893,1734092
3894,1670032
3895,1730887
3896,1730887
3897,1771363
3898,1722329
3899,1731776
3900,1673010
3901,1730992
3902,1730992
3903,1770271
3904,1734831
3905,1727871
3906,1670687
3907,1730033
3908,1725110
3909,1770283
3910,1724625
3911,1558550
3912,1529058
3913,1558551
3914,1558552
3915,1558553
3916,1770669
3932,1755879
3933,1755879
3943,1771041
3969,2
3969,0
3969,1
3969,6
3969,7
3969,4
3969,7
3969,6
3969,4
3969,
3969,D
3969,A
3969,N
3969,I
3969,E
3969,L
3969,A
3969,
3969,G
3969,R
3969,I
3969,S
3969,A
3969,L
3969,E
3969,S
3969,
3969,P
3969,R
3969,A
3969,D
3969,O
3985,1731886
3986,1731886
3993,1724812
3995,1770359
3995,1771070
4003,1645277
4016,1771206
4017,1771206
4115,1629879
4148,1646507
4164,1646507
4165,1646507
4185,1623716
4270,2
4270,0
4270,1
4270,7
4270,2
4270,4
4270,2
4270,7
4270,5
4270,
4270,D
4270,A
4270,N
4270,I
4270,E
4270,L
4270,
4270,F
4270,E
4270,L
4270,I
4270,P
4270,E
4270,
4270,R
4270,U
4270,I
4270,Z
4270,
4270,Z
4270,Ú
4270,Ñ
4270,I
4270,G
4270,A
4271,2
4271,0
4271,1
4271,7
4271,2
4271,4
4271,2
4271,7
4271,5
4271,
4271,D
4271,A
4271,N
4271,I
4271,E
4271,L
4271,
4271,F
4271,E
4271,L
4271,I
4271,P
4271,E
4271,
4271,R
4271,U
4271,I
4271,Z
4271,
4271,Z
4271,Ú
4271,Ñ
4271,I
4271,G
4271,A
4274,2
4274,0
4274,1
4274,7
4274,2
4274,4
4274,2
4274,7
4275,2
4274,5
4275,0
4275,1
4274,
4274,D
4275,7
4274,A
4275,2
4274,N
4275,4
4274,I
4275,2
4274,E
4275,7
4275,5
4274,L
4275,
4274,
4274,F
4275,D
4275,A
4274,E
4275,N
4274,L
4275,I
4274,I
4275,E
4274,P
4274,E
4275,L
4274,
4275,
4274,R
4275,F
4274,U
4275,E
4274,I
4275,L
4274,Z
4274,
4275,I
4274,Z
4275,P
4274,Ú
4275,E
4274,Ñ
4275,
4274,I
4275,R
4274,G
4274,A
4275,U
4275,I
4275,Z
4275,
4275,Z
4275,Ú
4275,Ñ
4275,I
4275,G
4275,A
4315,1646507
4335,1623716
4403,1755879
4407,1723453
4441,1725028
4469,2
4469,0
4469,1
4469,7
4469,3
4469,6
4469,1
4469,6
4469,6
4469,
4469,S
4469,E
4469,B
4469,A
4469,S
4469,T
4469,I
4469,A
4469,N
4469,
4469,D
4469,I
4469,A
4469,Z
4469,
4469,L
4469,O
4469,P
4469,E
4469,Z
4536,1770223
4549,1734245
4623,1645277
4630,1645277
4650,1724872
4655,1646507
4673,1733929
4829,1770359
4843,1722356
4894,9999999
4895,1623716
4898,1623716
4899,1731886
4907,9999999
