seguimientoid,username
4693,1737091
4694,1734355
4695,1734355
4696,1670641
4697,1731267
4698,1725925
4698,1729008
4699,1729008
4700,1673046
4701,1729008
4702,1673420
4703,1673420
4704,1673853
4705,1729008
4706,1729863
4708,1729863
4707,1729863
4709,1729863
4710,1733142
4711,1733142
4712,1729008
4713,1729008
4714,1729008
4715,1733142
4716,1729008
4717,1771347
4718,1771347
4719,1730981
4720,1727762
4721,1727707
4722,1723562
4723,1673759
4724,1673759
4725,1673759
4726,1624793
4727,1726431
4728,1674175
4729,1771347
4730,1771347
4731,1771347
4732,1771347
4733,1771347
4734,1771347
4735,1770271
4736,1726300
4737,1726300
4738,1726300
4739,1726300
4740,1770686
4741,1770686
4742,1770686
4743,1770686
4744,1733142
4745,1735269
4746,1735269
4747,1733142
4748,1673235
4749,1733753
4750,1730204
4751,1730204
4752,1724237
4753,1735269
4754,1527991
4755,1632078
4756,1674299
4757,1734695
4758,1724794
4759,1628686
4760,1670841
4761,1735136
4762,1554636
4763,1554636
4764,1770174
4765,1730404
4766,1735933
4767,1673197
4768,1674444
4769,1730922
4769,1733668
4769,1726127
4770,1733668
4770,1723265
4770,1728114
4771,1728114
4772,1770165
4773,1770802
4774,1722228
4775,1722228
4776,1722228
4777,1770462
4778,1770462
4779,1722228
4780,1722228
4781,1722228
4782,1673513
4783,1730004
4784,1723473
4785,1730004
4786,1674019
4787,1674365
4788,1670044
4789,1770491
4790,1673830
4791,1670314
4792,1627331
4793,1627331
4794,1736126
4795,1633551
4796,1627331
4797,1727921
4798,1771363
4799,1722329
4800,1722329
4801,1631507
4802,1730490
4803,1770417
4804,1524905
4805,1770487
4806,1771480
4807,1727889
4808,1771480
4809,1770008
4810,1734822
4811,1727874
4812,1771418
4813,1727758
4814,1734822
4815,1734822
4816,1670029
4817,1522169
4818,1771456
4819,1771456
4820,1734715
4821,1622214
4822,1734715
4823,1734662
4824,1734662
4825,1523576
4826,1731905
4827,1734355
4828,1724299
4830,1673710
4831,1673230
4832,1770271
4833,1673446
4834,1673446
4835,1673446
4836,1770686
4837,1558622
4839,1558622
4838,1558622
4840,1558622
4841,1730169
4842,1523052
4844,1554636
4845,1674359
4846,1770283
4847,1733625
4848,1770283
4849,1734711
4849,1734721
4850,1770105
4851,1731776
4852,1731776
4853,1724247
4853,1730286
4853,1734402
4853,1734818
4853,1673513
4854,1731776
4855,1724684
4856,1670041
4857,1735614
4858,1670964
4859,1522792
4860,1728180
4861,1728180
4862,1673363
4863,1674632
4864,1674452
4865,1674358
4866,1674474
4867,1724301
4868,1724301
4869,1730327
4870,1730327
4871,1624955
4872,1727901
4873,1670303
4874,1736166
4875,1623142
4876,1523320
4877,1523320
4878,1670585
4879,1525450
4880,1558621
4880,1558622
4880,1558619
4881,1558621
4881,1558622
4881,1558619
4882,1670321
4883,1523320
4884,1558621
4884,1558622
4884,1558619
4885,1622400
4886,1670352
4887,1529058
4888,1670778
4889,1631194
4890,1726531
4891,1673477
4892,1522177
4893,1522177
4896,1523320
4897,1624955
4898,1770483
4898,1724625
4898,1529058
4898,1631194
4900,1771480
4901,1735711
4902,1735996
4903,1724674
4904,1674751
4905,1674427
4906,1724705
4908,1522017
4909,1734820
4910,1734820
4911,1522017
4912,1734277
4913,1671165
4914,1674579
4915,1633549
4916,1770792
4917,1726572
4918,1723504
4919,1674479
4920,1727073
4921,1633551
4922,1628342
4923,1731022
4924,1770792
4925,1731022
4927,1730396
4927,1731097
4927,1730801
4926,1730396
4926,1731097
4926,1730801
4928,1770789
4929,1673752
4930,1673752
4931,1673715
4932,1674547
4933,1730396
4934,1730396
4935,1730396
4936,1731097
4937,1725886
4938,1730197
4939,1726296
