"No. linea - archivo original","No. linea - archivo registros erroneos","No. columna","Nombre Columna","detalle error"
197,197,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
198,198,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
199,199,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
200,200,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
201,201,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
202,202,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
203,203,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
204,204,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
205,205,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
205,205,2,username,"El campo no correponde a un username en la tabla usarios Ases."
206,206,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
207,207,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
207,207,2,username,"El campo no correponde a un username en la tabla usarios Ases."
208,208,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
209,209,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
210,210,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
210,210,2,username,"El campo no correponde a un username en la tabla usarios Ases."
211,211,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
212,212,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
212,212,2,username,"El campo no correponde a un username en la tabla usarios Ases."
213,213,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
214,214,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
215,215,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
216,216,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
217,217,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
218,218,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
219,219,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
220,220,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
221,221,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
222,222,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
223,223,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
224,224,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
224,224,2,username,"El campo no correponde a un username en la tabla usarios Ases."
225,225,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
225,225,2,username,"El campo no correponde a un username en la tabla usarios Ases."
226,226,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
227,227,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
228,228,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
229,229,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
230,230,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
231,231,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
232,232,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
233,233,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
234,234,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
235,235,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
236,236,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
237,237,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
238,238,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
239,239,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
240,240,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
241,241,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
242,242,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
243,243,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
244,244,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
245,245,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
246,246,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
247,247,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
248,248,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
249,249,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
250,250,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
251,251,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
252,252,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
253,253,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
254,254,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
255,255,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
256,256,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
257,257,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
258,258,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
259,259,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
260,260,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
261,261,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
262,262,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
263,263,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
264,264,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
265,265,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
266,266,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
267,267,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
268,268,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
269,269,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
270,270,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
271,271,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
272,272,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
273,273,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
274,274,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
275,275,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
276,276,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
277,277,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
278,278,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
279,279,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
280,280,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
281,281,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
282,282,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
283,283,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
284,284,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
285,285,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
286,286,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
287,287,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
288,288,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
289,289,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
290,290,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
291,291,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
292,292,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
293,293,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
294,294,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
295,295,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
296,296,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
297,297,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
298,298,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
299,299,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
300,300,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
301,301,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
302,302,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
303,303,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
304,304,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
305,305,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
306,306,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
307,307,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
308,308,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
309,309,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
310,310,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
311,311,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
312,312,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
312,312,2,username,"El campo no correponde a un username en la tabla usarios Ases."
313,313,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
314,314,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
315,315,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
316,316,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
317,317,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
318,318,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
319,319,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
320,320,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
321,321,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
322,322,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
323,323,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
324,324,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
325,325,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
326,326,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
327,327,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
328,328,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
329,329,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
330,330,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
331,331,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
332,332,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
333,333,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
334,334,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
335,335,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
336,336,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
337,337,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
338,338,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
339,339,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
340,340,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
341,341,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
342,342,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
343,343,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
344,344,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
345,345,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
346,346,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
347,347,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
348,348,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
349,349,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
350,350,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
351,351,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
352,352,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
353,353,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
354,354,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
355,355,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
356,356,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
357,357,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
358,358,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
359,359,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
360,360,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
